FileInformation
Description,54 Mbps(OFDM)
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.2999999523,2.2999999523
1.2948689461,3.9071485996
-0.8753076196,5.0650315285
-4.0285830498,5.3314280510
-7.6405329704,4.4986748695
-10.9654340744,2.6707961559
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
-4.5999999046,-13.8000011444
-2.3051683903,-14.1762647629
0.2339656055,-13.2447299957
2.7170879841,-11.1554908752
4.8216652870,-8.1890993118
6.2461566925,-4.7197785378
6.7533755302,-1.1670767069
6.2076406479,2.0572752953
4.5999999046,4.5999999046
2.0572755337,6.2076406479
-1.1670767069,6.7533755302
-4.7197785378,6.2461566925
-8.1890993118,4.8216652870
-11.1554908752,2.7170875072
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
-4.5999999046,-13.8000011444
-2.3051683903,-14.1762647629
0.2339656055,-13.2447299957
2.7170879841,-11.1554908752
4.8216652870,-8.1890993118
6.2461566925,-4.7197785378
6.7533755302,-1.1670767069
6.2076406479,2.0572752953
4.5999999046,4.5999999046
2.0572755337,6.2076406479
-1.1670767069,6.7533755302
-4.7197785378,6.2461566925
-8.1890993118,4.8216652870
-11.1554908752,2.7170875072
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
-4.5999999046,-13.8000011444
-2.3051683903,-14.1762647629
0.2339656055,-13.2447299957
2.7170879841,-11.1554908752
4.8216652870,-8.1890993118
6.2461566925,-4.7197785378
6.7533755302,-1.1670767069
6.2076406479,2.0572752953
4.5999999046,4.5999999046
2.0572755337,6.2076406479
-1.1670767069,6.7533755302
-4.7197785378,6.2461566925
-8.1890993118,4.8216652870
-11.1554908752,2.7170875072
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
-4.5999999046,-13.8000011444
-2.3051683903,-14.1762647629
0.2339656055,-13.2447299957
2.7170879841,-11.1554908752
4.8216652870,-8.1890993118
6.2461566925,-4.7197785378
6.7533755302,-1.1670767069
6.2076406479,2.0572752953
4.5999999046,4.5999999046
2.0572755337,6.2076406479
-1.1670767069,6.7533755302
-4.7197785378,6.2461566925
-8.1890993118,4.8216652870
-11.1554908752,2.7170875072
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
-4.5999999046,-13.8000011444
-2.3051683903,-14.1762647629
0.2339656055,-13.2447299957
2.7170879841,-11.1554908752
4.8216652870,-8.1890993118
6.2461566925,-4.7197785378
6.7533755302,-1.1670767069
6.2076406479,2.0572752953
4.5999999046,4.5999999046
2.0572755337,6.2076406479
-1.1670767069,6.7533755302
-4.7197785378,6.2461566925
-8.1890993118,4.8216652870
-11.1554908752,2.7170875072
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
-4.5999999046,-13.8000011444
-2.3051683903,-14.1762647629
0.2339656055,-13.2447299957
2.7170879841,-11.1554908752
4.8216652870,-8.1890993118
6.2461566925,-4.7197785378
6.7533755302,-1.1670767069
6.2076406479,2.0572752953
4.5999999046,4.5999999046
2.0572755337,6.2076406479
-1.1670767069,6.7533755302
-4.7197785378,6.2461566925
-8.1890993118,4.8216652870
-11.1554908752,2.7170875072
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
-4.5999999046,-13.8000011444
-2.3051683903,-14.1762647629
0.2339656055,-13.2447299957
2.7170879841,-11.1554908752
4.8216652870,-8.1890993118
6.2461566925,-4.7197785378
6.7533755302,-1.1670767069
6.2076406479,2.0572752953
4.5999999046,4.5999999046
2.0572755337,6.2076406479
-1.1670767069,6.7533755302
-4.7197785378,6.2461566925
-8.1890993118,4.8216652870
-11.1554908752,2.7170875072
-13.2447299957,0.2339655012
-14.1762628555,-2.3051683903
-13.7999992371,-4.5999999046
-12.1162853241,-6.4094767570
-9.2760982513,-7.5778527260
-5.5612645149,-8.0467815399
-1.3473088741,-7.8526916504
2.9459607601,-7.1109490395
6.9092693329,-5.9901857376
10.1964550018,-4.6814584732
12.5674333572,-3.3674337864
13.9156017303,-2.1964397430
14.2759141922,-1.2651505470
13.8126935959,-0.6120199561
12.7890987396,-0.2216653824
11.5229415894,-0.0385561138
10.3353519440,0.0132170562
9.4999446869,0.0081744455
9.1999998093,0.0000000000
9.4999427795,0.0081745079
10.3353519440,0.0132178972
11.5229415894,-0.0385561734
12.7891006470,-0.2216656059
13.8126926422,-0.6120191216
14.2759141922,-1.2651509047
13.9156017303,-2.1964411736
12.5674333572,-3.3674337864
10.1964559555,-4.6814584732
6.9092693329,-5.9901857376
2.9459607601,-7.1109495163
-1.3473088741,-7.8526916504
-5.5612645149,-8.0467815399
-9.2760982513,-7.5778527260
-12.1162853241,-6.4094758034
-13.8000011444,-4.5999999046
-14.1762647629,-2.3051691055
-13.2447299957,0.2339654118
-11.1554908752,2.7170886993
-8.1890993118,4.8216652870
-4.7197780609,6.2461566925
-1.1670765877,6.7533755302
2.0572752953,6.2076411247
4.5999999046,4.5999999046
6.2076411247,2.0572752953
6.7533755302,-1.1670765877
6.2461566925,-4.7197775841
4.8216657639,-8.1891002655
2.7170886993,-11.1554908752
0.2339656502,-13.2447299957
-2.3051686287,-14.1762647629
-4.5999999046,-13.8000011444
-6.4094767570,-12.1162853241
-7.5778527260,-9.2760982513
-8.0467815399,-5.5612649918
-7.8526916504,-1.3473088741
-7.1109490395,2.9459607601
-5.9901857376,6.9092693329
-4.6814584732,10.1964559555
-3.3674337864,12.5674352646
-2.1964404583,13.9156017303
-1.2651509047,14.2759141922
-0.6120191216,13.8126926422
-0.2216660827,12.7891006470
-0.0385566615,11.5229415894
0.0132178972,10.3353519440
0.0081740115,9.4999427795
0.0000000000,9.1999998093
0.0081744771,9.4999427795
0.0132170562,10.3353519440
-0.0385560170,11.5229415894
-0.2216652483,12.7890987396
-0.6120199561,13.8126935959
-1.2651505470,14.2759141922
-2.1964402199,13.9156017303
-3.3674333096,12.5674333572
-4.6814584732,10.1964550018
-5.9901857376,6.9092693329
-7.1109490395,2.9459602833
-7.8526916504,-1.3473088741
-8.0467815399,-5.5612645149
-7.5778527260,-9.2760982513
-6.4094767570,-12.1162853241
